model,group,case,variant,target,replacement,sentence_sim,contextual_span_sim,isolated_phrase_sim,changed_sentence
mBERT,compositional_nc,music festival,synonym,music festival,concert event,0.9798625111579896,0.9378342032432556,0.909825563430786,The town hosted a concert event in July.
mBERT,compositional_nc,music festival,component,music festival,festival,0.9904217720031738,0.945287585258484,0.9196000695228576,The town hosted a festival in July.
mBERT,compositional_nc,music festival,word_by_word,music festival,melody celebration,0.975147306919098,0.8990192413330078,0.8316226005554199,The town hosted a melody celebration in July.
mBERT,compositional_nc,music festival,random,music festival,paper mountain,0.9706344604492188,0.856701672077179,0.7991207838058472,The town hosted a paper mountain in July.
mBERT,single_word_control,doctor,synonym,doctor,physician,0.9895511865615844,0.9324999451637268,0.9077977538108826,The physician opened the door quickly.
mBERT,single_word_control,doctor,related,doctor,nurse,0.9884999990463256,0.925071120262146,0.8699479103088379,The nurse opened the door quickly.
mBERT,single_word_control,doctor,random,doctor,carpet,0.9569016695022584,0.7696772813796997,0.7853082418441772,The carpet opened the door quickly.
mBERT,single_word_control,apple,synonym,apple,fruit,0.9903151392936708,0.8996444344520569,0.8321112990379333,She bought a fresh fruit from the market.
mBERT,single_word_control,apple,related,apple,pear,0.9880079627037048,0.8778331875801086,0.7904936671257019,She bought a fresh pear from the market.
mBERT,single_word_control,apple,random,apple,engine,0.9732643961906432,0.8229618072509766,0.775364100933075,She bought a fresh engine from the market.
mBERT,single_word_control,teacher,synonym,teacher,instructor,0.9923694133758544,0.9380587935447692,0.922167420387268,The instructor explained the problem clearly.
mBERT,single_word_control,teacher,related,teacher,professor,0.9867628812789916,0.9067867398262024,0.902738392353058,The professor explained the problem clearly.
mBERT,single_word_control,teacher,random,teacher,mountain,0.9596362709999084,0.7868804931640625,0.8471769094467163,The mountain explained the problem clearly.
mBERT,single_word_control,lawyer,synonym,lawyer,attorney,0.9927235245704652,0.9530962705612184,0.8956948518753052,The attorney reviewed the contract before lunch.
mBERT,single_word_control,lawyer,related,lawyer,judge,0.983025848865509,0.8958290219306946,0.8130102753639221,The judge reviewed the contract before lunch.
mBERT,single_word_control,lawyer,random,lawyer,umbrella,0.96249920129776,0.709062933921814,0.7871270179748535,The umbrella reviewed the contract before lunch.
mBERT,single_word_control,river,synonym,river,stream,0.9936732649803162,0.9246634244918824,0.9153013825416564,The stream flooded the lower fields overnight.
mBERT,single_word_control,river,related,river,canal,0.9858633875846864,0.8576329350471497,0.8871637582778931,The canal flooded the lower fields overnight.
mBERT,single_word_control,river,random,river,microscope,0.9716731905937196,0.7064540386199951,0.8122806549072266,The microscope flooded the lower fields overnight.
mBERT,single_word_control,city,synonym,city,metropolis,0.9832732677459716,0.8688536286354065,0.8059439063072205,The metropolis approved the new housing plan.
mBERT,single_word_control,city,related,city,town,0.9937984943389891,0.9393294453620912,0.9067546725273132,The town approved the new housing plan.
mBERT,single_word_control,city,random,city,sandwich,0.9631616473197936,0.7495077848434448,0.6385887265205383,The sandwich approved the new housing plan.
mBERT,single_word_control,storm,synonym,storm,tempest,0.9716995358467102,0.8287265300750732,0.8536338806152344,The tempest damaged several houses near the coast.
mBERT,single_word_control,storm,related,storm,rainstorm,0.9706958532333374,0.8338093161582947,0.8667058348655701,The rainstorm damaged several houses near the coast.
mBERT,single_word_control,storm,random,storm,violin,0.9610862135887146,0.7487117052078247,0.6616247296333313,The violin damaged several houses near the coast.
mBERT,single_word_control,idea,synonym,idea,concept,0.9905765652656556,0.9360024333000184,0.9293935894966124,The concept changed the direction of the project.
mBERT,single_word_control,idea,related,idea,thought,0.98294335603714,0.9030290246009828,0.9222975373268129,The thought changed the direction of the project.
mBERT,single_word_control,idea,random,idea,hammer,0.9492294192314148,0.7066115140914917,0.8530462384223938,The hammer changed the direction of the project.
mBERT,single_word_control,problem,synonym,problem,issue,0.9881900548934937,0.9107652306556702,0.7889036536216736,The issue delayed the final report.
mBERT,single_word_control,problem,related,problem,question,0.984520673751831,0.8817910552024841,0.8818085193634033,The question delayed the final report.
mBERT,single_word_control,problem,random,problem,pillow,0.9588674902915956,0.7542931437492371,0.7634918093681335,The pillow delayed the final report.
mBERT,single_word_control,music,synonym,music,melody,0.9678751826286316,0.8470351696014404,0.8411445021629333,The melody filled the old theater.
mBERT,single_word_control,music,related,music,song,0.9784726500511168,0.901032567024231,0.8461052179336548,The song filled the old theater.
mBERT,single_word_control,music,random,music,staircase,0.94875967502594,0.745445966720581,0.7811431884765625,The staircase filled the old theater.
mBERT,single_word_control,letter,synonym,letter,note,0.9844435453414916,0.906295657157898,0.7126209139823914,The note arrived before the meeting.
mBERT,single_word_control,letter,related,letter,message,0.9881088137626648,0.9227339029312134,0.8398272395133972,The message arrived before the meeting.
mBERT,single_word_control,letter,random,letter,volcano,0.9382815361022948,0.732138991355896,0.7813889384269714,The volcano arrived before the meeting.
mBERT,single_word_control,machine,synonym,machine,device,0.9861546754837036,0.9031712412834167,0.9049816727638244,The device stopped during the demonstration.
mBERT,single_word_control,machine,related,machine,apparatus,0.9778278470039368,0.8589849472045898,0.8465740084648132,The apparatus stopped during the demonstration.
mBERT,single_word_control,machine,random,machine,forest,0.9464433193206788,0.7273052334785461,0.8671284317970276,The forest stopped during the demonstration.
mBERT,single_word_control,road,synonym,road,street,0.9895913600921632,0.9217554926872252,0.8898513913154602,The street crossed the valley below the town.
mBERT,single_word_control,road,related,road,highway,0.9931964874267578,0.947060525417328,0.923083484172821,The highway crossed the valley below the town.
mBERT,single_word_control,road,random,road,singer,0.9527438282966614,0.781947672367096,0.735756516456604,The singer crossed the valley below the town.
mBERT,single_word_control,flower,synonym,flower,blossom,0.969066321849823,0.8088774681091309,0.848860502243042,The blossom bloomed beside the window.
mBERT,single_word_control,flower,related,flower,rose,0.9856224060058594,0.895784318447113,0.9088523983955384,The rose bloomed beside the window.
mBERT,single_word_control,flower,random,flower,engine,0.953924596309662,0.7871765494346619,0.8297088742256165,The engine bloomed beside the window.
mBERT,single_word_control,ocean,synonym,ocean,sea,0.9921973943710328,0.9339532256126404,0.8629258871078491,The sea reflected the morning light.
mBERT,single_word_control,ocean,related,ocean,lake,0.969194233417511,0.855063796043396,0.8679355978965759,The lake reflected the morning light.
mBERT,single_word_control,ocean,random,ocean,notebook,0.9458667039871216,0.7425838112831116,0.8234797716140747,The notebook reflected the morning light.
mBERT,single_word_control,child,synonym,child,youngster,0.9787631630897522,0.8463531732559204,0.8532359004020691,The youngster solved the puzzle quickly.
mBERT,single_word_control,child,related,child,teenager,0.9828063249588012,0.8632550835609436,0.8271213173866272,The teenager solved the puzzle quickly.
mBERT,single_word_control,child,random,child,candle,0.969858169555664,0.8070738911628723,0.8450177907943726,The candle solved the puzzle quickly.
mBERT,ordinary_two_word_control,red car,synonym,red car,crimson vehicle,0.9755128622055054,0.8649884462356567,0.8674625754356384,The crimson vehicle stopped near the school gate.
mBERT,ordinary_two_word_control,red car,component,red car,car,0.989296853542328,0.910701334476471,0.916427731513977,The car stopped near the school gate.
mBERT,ordinary_two_word_control,red car,word_by_word,red car,scarlet automobile,0.9753422141075134,0.8678238391876221,0.8495875000953674,The scarlet automobile stopped near the school gate.
mBERT,ordinary_two_word_control,red car,random,red car,coffee spoon,0.9701908826828004,0.8062123656272888,0.8292404413223267,The coffee spoon stopped near the school gate.
mBERT,ordinary_two_word_control,coffee cup,synonym,coffee cup,mug,0.9793898463249208,0.8363841772079468,0.7651576995849609,She placed the mug on the wooden table.
mBERT,ordinary_two_word_control,coffee cup,component,coffee cup,cup,0.98573499917984,0.9257978796958924,0.7418761253356934,She placed the cup on the wooden table.
mBERT,ordinary_two_word_control,coffee cup,word_by_word,coffee cup,java container,0.9680482149124146,0.8180151581764221,0.8238083124160767,She placed the java container on the wooden table.
mBERT,ordinary_two_word_control,coffee cup,random,coffee cup,traffic signal,0.958699107170105,0.7359297871589661,0.769952118396759,She placed the traffic signal on the wooden table.
mBERT,ordinary_two_word_control,wooden chair,synonym,wooden chair,timber seat,0.9671943187713624,0.8975870609283447,0.9087892174720764,The timber seat stood beside the fireplace.
mBERT,ordinary_two_word_control,wooden chair,component,wooden chair,chair,0.992608904838562,0.9459624290466307,0.9029234647750854,The chair stood beside the fireplace.
mBERT,ordinary_two_word_control,wooden chair,word_by_word,wooden chair,wood seat,0.9801581501960754,0.9023638367652892,0.9236168265342712,The wood seat stood beside the fireplace.
mBERT,ordinary_two_word_control,wooden chair,random,wooden chair,silver cloud,0.9362374544143676,0.806633710861206,0.8305923938751221,The silver cloud stood beside the fireplace.
mBERT,ordinary_two_word_control,summer rain,synonym,summer rain,seasonal rainfall,0.9821710586547852,0.9189424514770508,0.8794995546340942,The seasonal rainfall cooled the dusty street.
mBERT,ordinary_two_word_control,summer rain,component,summer rain,rain,0.983769714832306,0.9317508339881896,0.8820903897285461,The rain cooled the dusty street.
mBERT,ordinary_two_word_control,summer rain,word_by_word,summer rain,warm shower,0.9754377007484436,0.8942291140556335,0.8713982105255127,The warm shower cooled the dusty street.
mBERT,ordinary_two_word_control,summer rain,random,summer rain,library key,0.9364044070243835,0.6786143183708191,0.7358694672584534,The library key cooled the dusty street.
mBERT,ordinary_two_word_control,city park,synonym,city park,urban garden,0.9749546051025392,0.8969289660453796,0.8455817103385925,The urban garden opened after the renovation.
mBERT,ordinary_two_word_control,city park,component,city park,park,0.9853990077972412,0.9235785007476808,0.8803635239601135,The park opened after the renovation.
mBERT,ordinary_two_word_control,city park,word_by_word,city park,municipal green,0.9740321636199952,0.8838648200035095,0.8567897081375122,The municipal green opened after the renovation.
mBERT,ordinary_two_word_control,city park,random,city park,ocean pencil,0.937277853488922,0.7827905416488647,0.7817977666854858,The ocean pencil opened after the renovation.
mBERT,ordinary_two_word_control,glass bottle,synonym,glass bottle,transparent container,0.9697560667991638,0.8720974922180176,0.8928810954093933,The transparent container rolled under the bench.
mBERT,ordinary_two_word_control,glass bottle,component,glass bottle,bottle,0.9911594986915588,0.954875111579895,0.9465122222900392,The bottle rolled under the bench.
mBERT,ordinary_two_word_control,glass bottle,word_by_word,glass bottle,crystal vessel,0.9656693935394288,0.850628137588501,0.8923903107643127,The crystal vessel rolled under the bench.
mBERT,ordinary_two_word_control,glass bottle,random,glass bottle,mountain ticket,0.959949553012848,0.8169844150543213,0.8584080338478088,The mountain ticket rolled under the bench.
mBERT,ordinary_two_word_control,school bus,synonym,school bus,student transport,0.9763026237487792,0.8587712049484253,0.8697364926338196,The student transport waited outside the museum.
mBERT,ordinary_two_word_control,school bus,component,school bus,bus,0.9867106080055236,0.8919275999069214,0.8624182343482971,The bus waited outside the museum.
mBERT,ordinary_two_word_control,school bus,word_by_word,school bus,education coach,0.9757527709007264,0.8520762920379639,0.8594194650650024,The education coach waited outside the museum.
mBERT,ordinary_two_word_control,school bus,random,school bus,kitchen moon,0.9349458813667296,0.7239249348640442,0.8193697333335876,The kitchen moon waited outside the museum.
mBERT,ordinary_two_word_control,paper bag,synonym,paper bag,paper sack,0.9850324988365172,0.925838053226471,0.9204227924346924,The paper sack tore near the counter.
mBERT,ordinary_two_word_control,paper bag,component,paper bag,bag,0.990546464920044,0.9307910799980164,0.8789150714874268,The bag tore near the counter.
mBERT,ordinary_two_word_control,paper bag,word_by_word,paper bag,cellulose pouch,0.9623647332191468,0.8622795939445496,0.8233113288879395,The cellulose pouch tore near the counter.
mBERT,ordinary_two_word_control,paper bag,random,paper bag,thunder candle,0.9530279636383056,0.8011022806167603,0.8133944869041443,The thunder candle tore near the counter.
mBERT,ordinary_two_word_control,kitchen knife,synonym,kitchen knife,cooking blade,0.9566240310668944,0.8606000542640686,0.9017840623855592,The cooking blade rested beside the plate.
mBERT,ordinary_two_word_control,kitchen knife,component,kitchen knife,knife,0.970192015171051,0.8972733616828918,0.9238252639770508,The knife rested beside the plate.
mBERT,ordinary_two_word_control,kitchen knife,word_by_word,kitchen knife,culinary blade,0.9599847793579102,0.8376518487930298,0.8766197562217712,The culinary blade rested beside the plate.
mBERT,ordinary_two_word_control,kitchen knife,random,kitchen knife,desert violin,0.9509795308113098,0.7725595831871033,0.8254488110542297,The desert violin rested beside the plate.
mBERT,ordinary_two_word_control,garden flower,synonym,garden flower,yard blossom,0.9485406875610352,0.8268647789955139,0.8396912217140198,The yard blossom attracted several bees.
mBERT,ordinary_two_word_control,garden flower,component,garden flower,flower,0.9637137055397034,0.8955407738685608,0.9172537326812744,The flower attracted several bees.
mBERT,ordinary_two_word_control,garden flower,word_by_word,garden flower,outdoor bloom,0.9636680483818054,0.8711980581283569,0.8674864768981934,The outdoor bloom attracted several bees.
mBERT,ordinary_two_word_control,garden flower,random,garden flower,airport spoon,0.9461082816123962,0.8180355429649353,0.8471278548240662,The airport spoon attracted several bees.
mBERT,ordinary_two_word_control,ocean wave,synonym,ocean wave,sea swell,0.9746143817901612,0.8857110142707825,0.882235050201416,The sea swell reached the empty pier.
mBERT,ordinary_two_word_control,ocean wave,component,ocean wave,wave,0.983852207660675,0.9158509969711304,0.9350090026855468,The wave reached the empty pier.
mBERT,ordinary_two_word_control,ocean wave,word_by_word,ocean wave,marine ripple,0.9609296917915344,0.8516773581504822,0.8323385715484619,The marine ripple reached the empty pier.
mBERT,ordinary_two_word_control,ocean wave,random,ocean wave,factory pillow,0.9434176683425904,0.7849749326705933,0.8296906352043152,The factory pillow reached the empty pier.
mBERT,ordinary_two_word_control,train station,synonym,train station,railway terminal,0.9728509783744812,0.8962705135345459,0.8949735760688782,The railway terminal closed after midnight.
mBERT,ordinary_two_word_control,train station,component,train station,station,0.9802946448326112,0.9105656147003174,0.9311920404434204,The station closed after midnight.
mBERT,ordinary_two_word_control,train station,word_by_word,train station,rail depot,0.979886531829834,0.909999430179596,0.9104135632514954,The rail depot closed after midnight.
mBERT,ordinary_two_word_control,train station,random,train station,lemon window,0.896091639995575,0.7058865427970886,0.7909495830535889,The lemon window closed after midnight.
mBERT,ordinary_two_word_control,computer screen,synonym,computer screen,monitor,0.9841452240943908,0.8992317914962769,0.9098190665245056,The monitor flickered during the call.
mBERT,ordinary_two_word_control,computer screen,component,computer screen,screen,0.9877310991287231,0.9164000749588012,0.8895741701126099,The screen flickered during the call.
mBERT,ordinary_two_word_control,computer screen,word_by_word,computer screen,digital display,0.9811601638793944,0.9096605181694032,0.9199947118759156,The digital display flickered during the call.
mBERT,ordinary_two_word_control,computer screen,random,computer screen,forest blanket,0.9210920929908752,0.7952810525894165,0.8233621716499329,The forest blanket flickered during the call.
mBERT,ordinary_two_word_control,stone bridge,synonym,stone bridge,masonry crossing,0.966091513633728,0.854193925857544,0.8790040612220764,The masonry crossing crossed the narrow river.
mBERT,ordinary_two_word_control,stone bridge,component,stone bridge,bridge,0.9853379130363464,0.9312201738357544,0.9090172648429872,The bridge crossed the narrow river.
mBERT,ordinary_two_word_control,stone bridge,word_by_word,stone bridge,rock viaduct,0.9753473997116088,0.8981274366378784,0.8603012561798096,The rock viaduct crossed the narrow river.
mBERT,ordinary_two_word_control,stone bridge,random,stone bridge,velvet engine,0.9372999668121338,0.8097434639930725,0.8360137343406677,The velvet engine crossed the narrow river.
mBERT,ordinary_two_word_control,plastic box,synonym,plastic box,synthetic container,0.9767379760742188,0.8971964120864868,0.9158525466918944,The synthetic container held the spare cables.
mBERT,ordinary_two_word_control,plastic box,component,plastic box,box,0.9866144061088562,0.9221429228782654,0.9109642505645752,The box held the spare cables.
mBERT,ordinary_two_word_control,plastic box,word_by_word,plastic box,polymer case,0.9776418209075928,0.8983095288276672,0.8776166439056396,The polymer case held the spare cables.
mBERT,ordinary_two_word_control,plastic box,random,plastic box,museum thunder,0.9428128600120544,0.7517455220222473,0.8227647542953491,The museum thunder held the spare cables.
mBERT,ordinary_two_word_control,winter coat,synonym,winter coat,cold weather jacket,0.968189775943756,0.8885264992713928,0.908236026763916,The cold weather jacket hung behind the office door.
mBERT,ordinary_two_word_control,winter coat,component,winter coat,coat,0.9896758198738098,0.9298970103263856,0.9170179963111876,The coat hung behind the office door.
mBERT,ordinary_two_word_control,winter coat,word_by_word,winter coat,seasonal garment,0.972395122051239,0.869246780872345,0.8759443759918213,The seasonal garment hung behind the office door.
mBERT,ordinary_two_word_control,winter coat,random,winter coat,river button,0.9601790308952332,0.8022218346595764,0.8918244242668152,The river button hung behind the office door.
DistilBERT-ML,idiomatic_nc,grey matter,synonym,grey matter,brain,0.9785292148590088,0.6920003890991211,0.7252885699272156,These youngsters use their brain when the presentation is right.
DistilBERT-ML,idiomatic_nc,grey matter,component,grey matter,matter,0.9867463707923888,0.8810410499572754,0.8451299667358398,These youngsters use their matter when the presentation is right.
DistilBERT-ML,idiomatic_nc,grey matter,word_by_word,grey matter,silvery material,0.9834778904914856,0.8188745379447937,0.8093464970588684,These youngsters use their silvery material when the presentation is right.
DistilBERT-ML,idiomatic_nc,grey matter,random,grey matter,battlefront serviceman,0.9585237503051758,0.7057245373725891,0.7079095840454102,These youngsters use their battlefront serviceman when the presentation is right.
DistilBERT-ML,idiomatic_nc,eager beaver,synonym,eager beaver,hard worker,0.9672285914421082,0.7425409555435181,0.7354769706726074,Eric stayed a real hard worker during the audit.
DistilBERT-ML,idiomatic_nc,eager beaver,component,eager beaver,beaver,0.989863932132721,0.911909520626068,0.906217396259308,Eric stayed a real beaver during the audit.
DistilBERT-ML,idiomatic_nc,eager beaver,word_by_word,eager beaver,restless rodent,0.967380940914154,0.778846800327301,0.7820274829864502,Eric stayed a real restless rodent during the audit.
DistilBERT-ML,idiomatic_nc,eager beaver,random,eager beaver,petrol station,0.966832399368286,0.7676256895065308,0.7145504355430603,Eric stayed a real petrol station during the audit.
DistilBERT-ML,idiomatic_nc,couch potato,synonym,couch potato,lazy person,0.9540675282478333,0.7399852871894836,0.7368877530097961,Nina became a lazy person after the exams.
DistilBERT-ML,idiomatic_nc,couch potato,component,couch potato,potato,0.9898363947868348,0.9295819997787476,0.9169886112213136,Nina became a potato after the exams.
DistilBERT-ML,idiomatic_nc,couch potato,word_by_word,couch potato,sofa tuber,0.9616120457649232,0.796662449836731,0.762185275554657,Nina became a sofa tuber after the exams.
DistilBERT-ML,idiomatic_nc,couch potato,random,couch potato,railway signal,0.9461855292320251,0.7037860155105591,0.6665675044059753,Nina became a railway signal after the exams.
DistilBERT-ML,idiomatic_nc,cold feet,synonym,cold feet,nervousness,0.97963285446167,0.7108139991760254,0.7298601865768433,The sudden audit gave the manager nervousness before the launch.
DistilBERT-ML,idiomatic_nc,cold feet,component,cold feet,feet,0.994446337223053,0.8802850842475891,0.8462905287742615,The sudden audit gave the manager feet before the launch.
DistilBERT-ML,idiomatic_nc,cold feet,word_by_word,cold feet,chilly legs,0.9870373010635376,0.816918134689331,0.8119807839393616,The sudden audit gave the manager chilly legs before the launch.
DistilBERT-ML,idiomatic_nc,cold feet,random,cold feet,garden invoice,0.9778568744659424,0.7411612868309021,0.7405033707618713,The sudden audit gave the manager garden invoice before the launch.
DistilBERT-ML,idiomatic_nc,white elephant,synonym,white elephant,burden,0.9733364582061768,0.7728411555290222,0.7136191129684448,The abandoned stadium became a burden for the city.
DistilBERT-ML,idiomatic_nc,white elephant,component,white elephant,elephant,0.9939045906066896,0.9643643498420716,0.9352725148200988,The abandoned stadium became a elephant for the city.
DistilBERT-ML,idiomatic_nc,white elephant,word_by_word,white elephant,pale animal,0.9795671701431274,0.8289335370063782,0.7836354374885559,The abandoned stadium became a pale animal for the city.
DistilBERT-ML,idiomatic_nc,white elephant,random,white elephant,kitchen policy,0.9693291187286376,0.7643604278564453,0.70065838098526,The abandoned stadium became a kitchen policy for the city.
DistilBERT-ML,idiomatic_nc,red tape,synonym,red tape,bureaucracy,0.9667893648147584,0.6534559726715088,0.6615082025527954,The permit was delayed by bureaucracy at the ministry.
DistilBERT-ML,idiomatic_nc,red tape,component,red tape,tape,0.9929799437522888,0.8768565058708191,0.8466137051582336,The permit was delayed by tape at the ministry.
DistilBERT-ML,idiomatic_nc,red tape,word_by_word,red tape,crimson ribbon,0.9601868987083436,0.745599627494812,0.7113463878631592,The permit was delayed by crimson ribbon at the ministry.
DistilBERT-ML,idiomatic_nc,red tape,random,red tape,ocean doorway,0.9741504788398744,0.7481693029403687,0.7623808979988098,The permit was delayed by ocean doorway at the ministry.
DistilBERT-ML,idiomatic_nc,dark horse,synonym,dark horse,unexpected contender,0.9753502011299132,0.7924712300300598,0.810763955116272,A unexpected contender won the final round of the tournament.
DistilBERT-ML,idiomatic_nc,dark horse,component,dark horse,horse,0.9933626055717468,0.893187940120697,0.8433190584182739,A horse won the final round of the tournament.
DistilBERT-ML,idiomatic_nc,dark horse,word_by_word,dark horse,shadowy animal,0.9772607088088988,0.8230863809585571,0.8452499508857727,A shadowy animal won the final round of the tournament.
DistilBERT-ML,idiomatic_nc,dark horse,random,dark horse,library candle,0.9733541011810304,0.7827460169792175,0.7773929238319397,A library candle won the final round of the tournament.
DistilBERT-ML,idiomatic_nc,black sheep,synonym,black sheep,outcast,0.9793478846549988,0.7563625574111938,0.7327612638473511,After the scandal Omar was the outcast of the board.
DistilBERT-ML,idiomatic_nc,black sheep,component,black sheep,sheep,0.9917322397232056,0.8448915481567383,0.842420756816864,After the scandal Omar was the sheep of the board.
DistilBERT-ML,idiomatic_nc,black sheep,word_by_word,black sheep,dark animal,0.9851333498954772,0.851962685585022,0.855818510055542,After the scandal Omar was the dark animal of the board.
DistilBERT-ML,idiomatic_nc,black sheep,random,black sheep,museum ticket,0.9791978597640992,0.7860323190689087,0.754858136177063,After the scandal Omar was the museum ticket of the board.
DistilBERT-ML,idiomatic_nc,silver lining,synonym,silver lining,hopeful aspect,0.9617456197738647,0.7420552968978882,0.7170743346214294,The grant rejection had a hopeful aspect for the startup.
DistilBERT-ML,idiomatic_nc,silver lining,component,silver lining,lining,0.988477885723114,0.9270886182785034,0.9261071681976318,The grant rejection had a lining for the startup.
DistilBERT-ML,idiomatic_nc,silver lining,word_by_word,silver lining,metallic edge,0.9718613624572754,0.7884604930877686,0.7768151164054871,The grant rejection had a metallic edge for the startup.
DistilBERT-ML,idiomatic_nc,silver lining,random,silver lining,desert violin,0.9729591012001038,0.7489182949066162,0.738153874874115,The grant rejection had a desert violin for the startup.
DistilBERT-ML,idiomatic_nc,ivory tower,synonym,ivory tower,academic isolation,0.965045928955078,0.7736589312553406,0.7729328274726868,The report criticized the academic isolation at the institute.
DistilBERT-ML,idiomatic_nc,ivory tower,component,ivory tower,tower,0.9831342697143556,0.8199564814567566,0.8131008148193359,The report criticized the tower at the institute.
DistilBERT-ML,idiomatic_nc,ivory tower,word_by_word,ivory tower,pale structure,0.9738621115684508,0.7935298085212708,0.7905730605125427,The report criticized the pale structure at the institute.
DistilBERT-ML,idiomatic_nc,ivory tower,random,ivory tower,market umbrella,0.9641388654708862,0.7730199694633484,0.822348415851593,The report criticized the market umbrella at the institute.
DistilBERT-ML,idiomatic_nc,glass ceiling,synonym,glass ceiling,invisible barrier,0.9798014760017396,0.8598862886428833,0.8321264386177063,The promotion exposed the invisible barrier in the company.
DistilBERT-ML,idiomatic_nc,glass ceiling,component,glass ceiling,ceiling,0.9902901649475098,0.8843662738800049,0.8820394277572632,The promotion exposed the ceiling in the company.
DistilBERT-ML,idiomatic_nc,glass ceiling,word_by_word,glass ceiling,transparent roof,0.9885953664779664,0.8894200325012207,0.9011378884315492,The promotion exposed the transparent roof in the company.
DistilBERT-ML,idiomatic_nc,glass ceiling,random,glass ceiling,forest melody,0.956012725830078,0.7545744180679321,0.7163443565368652,The promotion exposed the forest melody in the company.
DistilBERT-ML,idiomatic_nc,cash cow,synonym,cash cow,moneymaker,0.9831294417381288,0.8168292045593262,0.7642941474914551,The old product became a moneymaker for the firm.
DistilBERT-ML,idiomatic_nc,cash cow,component,cash cow,cow,0.9936456680297852,0.9449416995048524,0.9021642208099364,The old product became a cow for the firm.
DistilBERT-ML,idiomatic_nc,cash cow,word_by_word,cash cow,money animal,0.9816582202911376,0.79891437292099,0.7667936086654663,The old product became a money animal for the firm.
DistilBERT-ML,idiomatic_nc,cash cow,random,cash cow,airport blanket,0.9637539386749268,0.7605594396591187,0.7116806507110596,The old product became a airport blanket for the firm.
DistilBERT-ML,idiomatic_nc,loose cannon,synonym,loose cannon,unpredictable person,0.9554137587547302,0.7127983570098877,0.7279179692268372,The spokesman was a unpredictable person during the debate.
DistilBERT-ML,idiomatic_nc,loose cannon,component,loose cannon,cannon,0.996142327785492,0.9607895016670228,0.9461870789527892,The spokesman was a cannon during the debate.
DistilBERT-ML,idiomatic_nc,loose cannon,word_by_word,loose cannon,unstable weapon,0.9724820256233216,0.7668852806091309,0.7762588858604431,The spokesman was a unstable weapon during the debate.
DistilBERT-ML,idiomatic_nc,loose cannon,random,loose cannon,velvet engine,0.9690725803375244,0.790913999080658,0.7795875072479248,The spokesman was a velvet engine during the debate.
DistilBERT-ML,idiomatic_nc,golden handshake,synonym,golden handshake,severance payment,0.951272189617157,0.7384015917778015,0.717953622341156,The manager received a severance payment after the merger.
DistilBERT-ML,idiomatic_nc,golden handshake,component,golden handshake,handshake,0.9873656630516052,0.952420711517334,0.919996738433838,The manager received a handshake after the merger.
DistilBERT-ML,idiomatic_nc,golden handshake,word_by_word,golden handshake,valuable greeting,0.966610848903656,0.839733362197876,0.8134915828704834,The manager received a valuable greeting after the merger.
DistilBERT-ML,idiomatic_nc,golden handshake,random,golden handshake,mountain pillow,0.9638872146606444,0.8205595016479492,0.7972378730773926,The manager received a mountain pillow after the merger.
DistilBERT-ML,idiomatic_nc,paper tiger,synonym,paper tiger,weak threat,0.9675432443618774,0.7565228939056396,0.7538947463035583,The threat was a weak threat in the negotiations.
DistilBERT-ML,idiomatic_nc,paper tiger,component,paper tiger,tiger,0.9917615652084352,0.9333979487419128,0.9414473176002502,The threat was a tiger in the negotiations.
DistilBERT-ML,idiomatic_nc,paper tiger,word_by_word,paper tiger,document animal,0.977404534816742,0.8137431740760803,0.7886142730712891,The threat was a document animal in the negotiations.
DistilBERT-ML,idiomatic_nc,paper tiger,random,paper tiger,river button,0.9725908041000366,0.8099213242530823,0.8106229305267334,The threat was a river button in the negotiations.
DistilBERT-ML,idiomatic_nc,smoking gun,synonym,smoking gun,decisive evidence,0.9657435417175292,0.7696054577827454,0.7886298298835754,The email became the decisive evidence in the investigation.
DistilBERT-ML,idiomatic_nc,smoking gun,component,smoking gun,gun,0.986191749572754,0.8331372737884521,0.8210177421569824,The email became the gun in the investigation.
DistilBERT-ML,idiomatic_nc,smoking gun,word_by_word,smoking gun,burning weapon,0.981130838394165,0.8318496942520142,0.8604604601860046,The email became the burning weapon in the investigation.
DistilBERT-ML,idiomatic_nc,smoking gun,random,smoking gun,kitchen horizon,0.9618316888809204,0.7423793077468872,0.7504509687423706,The email became the kitchen horizon in the investigation.
DistilBERT-ML,compositional_nc,economic aid,synonym,economic aid,financial assistance,0.9934769868850708,0.9273269772529602,0.9201666712760924,The committee approved financial assistance for the region after the storm.
DistilBERT-ML,compositional_nc,economic aid,component,economic aid,aid,0.9941139817237854,0.906032919883728,0.8166354894638062,The committee approved aid for the region after the storm.
DistilBERT-ML,compositional_nc,economic aid,word_by_word,economic aid,budgetary assistance,0.9903680086135864,0.8983819484710693,0.8897252082824707,The committee approved budgetary assistance for the region after the storm.
DistilBERT-ML,compositional_nc,economic aid,random,economic aid,kitchen table,0.977161169052124,0.7399698495864868,0.7583128809928894,The committee approved kitchen table for the region after the storm.
DistilBERT-ML,compositional_nc,research lab,synonym,research lab,research facility,0.9943283200263976,0.942419409751892,0.940329134464264,The students joined a research facility during the summer program.
DistilBERT-ML,compositional_nc,research lab,component,research lab,lab,0.9890447854995728,0.8734495043754578,0.8275308012962341,The students joined a lab during the summer program.
