id,language,canonical_form,modifier,head,gold_class,gold_score,score_status,slot,family,original_sentence,target_surface,span,p_syn,p_comp,p_words_syn,p_rand,source_file,source_url
EN-REF-265,EN,think tank,think,tank,PC,2.04,human_type_score,N2,neutral,These are think tanks,think tanks,"[2, 4]",brain trust,tanks,judge panzers,picture operator || chain tool || visual processing || priority method || iranian president,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-266,EN,time difference,time,difference,C,4.41,human_type_score,S1,naturalistic,the time difference with the netherlands was five hours .,time difference,"[1, 3]",time gap,difference || time,date variation || case deviation || case divergence || meter deviation || meter divergence,military budget || ancient kindgdom || pedestrian traffic || rank structure || old flame,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-266,EN,time difference,time,difference,C,4.41,human_type_score,S2,naturalistic,"problems can be highlighted earlier and more easily , as there is no language barrier or time difference to deal with .",time difference,"[16, 18]",time gap,difference || time,date variation || case deviation || case divergence || meter deviation || meter divergence,military budget || ancient kindgdom || pedestrian traffic || rank structure || old flame,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-266,EN,time difference,time,difference,C,4.41,human_type_score,S3,naturalistic,"our daughter had flown from london to los angeles the previous day and , despite the time difference , i called our son ' s la home to make sure they were safe .",time difference,"[16, 18]",time gap,difference || time,date variation || case deviation || case divergence || meter deviation || meter divergence,military budget || ancient kindgdom || pedestrian traffic || rank structure || old flame,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-266,EN,time difference,time,difference,C,4.41,human_type_score,N1,neutral,This is a time difference,time difference,"[3, 5]",time gap,difference || time,date variation || case deviation || case divergence || meter deviation || meter divergence,military budget || ancient kindgdom || pedestrian traffic || rank structure || old flame,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-266,EN,time difference,time,difference,C,4.41,human_type_score,N2,neutral,These are time differences,time differences,"[2, 4]",time delays,differences,date variations,military budget || ancient kindgdom || pedestrian traffic || rank structure || old flame,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-267,EN,top dog,top,dog,I,1.05,human_type_score,S1,naturalistic,he is a top dog in construction circles in hong kong .,top dog,"[3, 5]",dominant person,dog || top,best pup || upside frump || upside cad || peak frump || peak cad,support statement || older standard || data reference || danish form || previous dealer,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-267,EN,top dog,top,dog,I,1.05,human_type_score,S2,naturalistic,you ' ll mix with other gangs and prove who the top dog is .,top dog,"[11, 13]",dominant person,dog || top,best pup || upside frump || upside cad || peak frump || peak cad,support statement || older standard || data reference || danish form || previous dealer,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-267,EN,top dog,top,dog,I,1.05,human_type_score,S3,naturalistic,"you ' re going to be top dog , number one , king of the jungle .",top dog,"[6, 8]",dominant person,dog || top,best pup || upside frump || upside cad || peak frump || peak cad,support statement || older standard || data reference || danish form || previous dealer,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-267,EN,top dog,top,dog,I,1.05,human_type_score,N1,neutral,This is a top dog,top dog,"[3, 5]",dominant person,dog || top,best pup || upside frump || upside cad || peak frump || peak cad,support statement || older standard || data reference || danish form || previous dealer,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-267,EN,top dog,top,dog,I,1.05,human_type_score,N2,neutral,These are top dogs,top dogs,"[2, 4]",leaders,dogs,best pups,support statement || older standard || data reference || danish form || previous dealer,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-268,EN,traffic control,traffic,control,C,3.69,human_type_score,S1,naturalistic,police were requested for traffic control and to remove the lorry .,traffic control,"[4, 6]",transportation management,control || traffic,influx check || collection dominance || collection ascendance || aggregation dominance || aggregation ascendance,washoe people || bunurong people || mandar people || manth people || osing people,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-268,EN,traffic control,traffic,control,C,3.69,human_type_score,S2,naturalistic,already new tramway lines systems are connected to the general traffic control systems and allow the tramways to run all over the city without stopping at any crossroad .,traffic control,"[10, 12]",transportation management,control || traffic,influx check || collection dominance || collection ascendance || aggregation dominance || aggregation ascendance,washoe people || bunurong people || mandar people || manth people || osing people,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-268,EN,traffic control,traffic,control,C,3.69,human_type_score,S3,naturalistic,"it will soon be central in air traffic control , guiding planes to land and take - off .",traffic control,"[7, 9]",transportation management,control || traffic,influx check || collection dominance || collection ascendance || aggregation dominance || aggregation ascendance,washoe people || bunurong people || mandar people || manth people || osing people,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-268,EN,traffic control,traffic,control,C,3.69,human_type_score,N1,neutral,This is a traffic control,traffic control,"[3, 5]",transportation management,control || traffic,influx check || collection dominance || collection ascendance || aggregation dominance || aggregation ascendance,washoe people || bunurong people || mandar people || manth people || osing people,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-268,EN,traffic control,traffic,control,C,3.69,human_type_score,N2,neutral,These are traffic controls,traffic controls,"[2, 4]",traffic regulations,controls,influx checks,washoe people || bunurong people || mandar people || manth people || osing people,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-269,EN,traffic jam,traffic,jam,C,3.62,human_type_score,S1,naturalistic,but then picture him trying to drive through the traffic jam on sunday morning in downtown austin .,traffic jam,"[9, 11]",traffic congestion,jam || traffic,influx tailback || collection fix || collection hole || aggregation fix || aggregation hole,algebraic property || permanent commander || ethylene plant || landing role || sexual expression,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-269,EN,traffic jam,traffic,jam,C,3.62,human_type_score,S2,naturalistic,we got stuck in a traffic jam caused by a crash during rush hour and arrived just before lunch .,traffic jam,"[5, 7]",traffic congestion,jam || traffic,influx tailback || collection fix || collection hole || aggregation fix || aggregation hole,algebraic property || permanent commander || ethylene plant || landing role || sexual expression,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-269,EN,traffic jam,traffic,jam,C,3.62,human_type_score,S3,naturalistic,a further advantage of on - site accommodation is that guests can avoid the traffic jams which blight the city .,traffic jams,"[14, 16]",traffic congestion,jams || traffic,influx tailbacks || collection fixes || collection holes || aggregation fixes || aggregation holes,algebraic property || permanent commander || ethylene plant || landing role || sexual expression,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-269,EN,traffic jam,traffic,jam,C,3.62,human_type_score,N1,neutral,This is a traffic jam,traffic jam,"[3, 5]",traffic congestion,jam || traffic,influx tailback || collection fix || collection hole || aggregation fix || aggregation hole,algebraic property || permanent commander || ethylene plant || landing role || sexual expression,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-269,EN,traffic jam,traffic,jam,C,3.62,human_type_score,N2,neutral,These are traffic jams,traffic jams,"[2, 4]",gridlocks,jams,influx tailbacks,algebraic property || permanent commander || ethylene plant || landing role || sexual expression,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-270,EN,travel guide,travel,guide,C,4.38,human_type_score,S1,naturalistic,"i did research , i revised a travel guide on salzburg , i did some creative writing , and i also spent some time doing nothing .",travel guide,"[7, 9]",guidebook,guide || travel,trip manual || movement usher || movement guidebook || move usher || move guidebook,boron content || wooden dog || consumable resource || fluid flow || earlier revision,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-270,EN,travel guide,travel,guide,C,4.38,human_type_score,S2,naturalistic,"map and travel bookshop , stanfords has a comprehensive range of world maps , travel guides and books .",travel guides,"[14, 16]",guidebooks,guides || travel,trip manuals || movement ushers || movement guidebooks || move ushers || move guidebooks,boron content || wooden dog || consumable resource || fluid flow || earlier revision,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-270,EN,travel guide,travel,guide,C,4.38,human_type_score,S3,naturalistic,a description often used for antwerp in travel guides for backpackers .,travel guides,"[7, 9]",guidebooks,guides || travel,trip manuals || movement ushers || movement guidebooks || move ushers || move guidebooks,boron content || wooden dog || consumable resource || fluid flow || earlier revision,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-270,EN,travel guide,travel,guide,C,4.38,human_type_score,N1,neutral,This is a travel guide,travel guide,"[3, 5]",guidebook,guide || travel,trip manual || movement usher || movement guidebook || move usher || move guidebook,boron content || wooden dog || consumable resource || fluid flow || earlier revision,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-270,EN,travel guide,travel,guide,C,4.38,human_type_score,N2,neutral,These are travel guides,travel guides,"[2, 4]",tour guides,guides,trip manuals,boron content || wooden dog || consumable resource || fluid flow || earlier revision,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-271,EN,video game,video,game,C,4.6,human_type_score,S1,naturalistic,"containing webguides , bibliography and essays paperrad artist collective paper rad gobbles up tv , video games , and advertising imagery spewing it all back out into their exuberantly neo - primitivist cartoons ,",video games,"[15, 17]",games,games || video,visual plays || recording activities || recording contests || television activities || television contests,services such || such world || record time || time development || community such,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-271,EN,video game,video,game,C,4.6,human_type_score,S2,naturalistic,? - 7 m 56 s second featurette that looks at lara croft from the video game perspective . offer interviews with the games designers and discusses where lara goes from here,video game,"[15, 17]",game,game || video,visual play || recording activity || recording contest || television activity || television contest,services such || such world || record time || time development || community such,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-271,EN,video game,video,game,C,4.6,human_type_score,S3,naturalistic,the year than several . of one percent hockey will be . data collection to video games online free poker texas hold and stance that you pa wilbon a . spare time quot,video games,"[15, 17]",games,games || video,visual plays || recording activities || recording contests || television activities || television contests,services such || such world || record time || time development || community such,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-271,EN,video game,video,game,C,4.6,human_type_score,N1,neutral,This is a video game,video game,"[3, 5]",game,game || video,visual play || recording activity || recording contest || television activity || television contest,services such || such world || record time || time development || community such,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-271,EN,video game,video,game,C,4.6,human_type_score,N2,neutral,These are video games,video games,"[2, 4]",electronic games,games,visual plays,services such || such world || record time || time development || community such,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-272,EN,web site,web,site,C,3.79,human_type_score,S1,naturalistic,can simply update the firmware and modem drivers by downloading patches from the modem manufacturers web site . it may be best to contact the manufacturers of your modem in the first,web site,"[15, 17]",internet site,site || web,internet place || object tract || object parcel || vane tract || vane parcel,work hint || best attribute || available education || storyboard work || largest one,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-272,EN,web site,web,site,C,3.79,human_type_score,S2,naturalistic,"up with the government position here ( mainly pro - badger killing ) , visit the defra web site , and use the search function to trace papers about badgers and tuberculosis . action",web site,"[17, 19]",internet site,site || web,internet place || object tract || object parcel || vane tract || vane parcel,work hint || best attribute || available education || storyboard work || largest one,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-272,EN,web site,web,site,C,3.79,human_type_score,S3,naturalistic,of galaxy formation and evolution and of the enrichment of the intergalactic medium . this web site is part of a research project by graham thurgood who is a senior lecturer .,web site,"[15, 17]",internet site,site || web,internet place || object tract || object parcel || vane tract || vane parcel,work hint || best attribute || available education || storyboard work || largest one,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-272,EN,web site,web,site,C,3.79,human_type_score,N1,neutral,This is a web site,web site,"[3, 5]",internet site,site || web,internet place || object tract || object parcel || vane tract || vane parcel,work hint || best attribute || available education || storyboard work || largest one,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-272,EN,web site,web,site,C,3.79,human_type_score,N2,neutral,These are web sites,web sites,"[2, 4]",web pages,sites,internet places,work hint || best attribute || available education || storyboard work || largest one,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-273,EN,wedding anniversary,wedding,anniversary,C,4.86,human_type_score,S1,naturalistic,"i also provide disco for engagement evenings , wedding evenings , wedding anniversaries , stag / hen parties .",wedding anniversaries,"[11, 13]",marriage celebrations,anniversaries || wedding,marriage commemorations || ceremony birthdays || ceremony bicentenary || ceremonial birthdays || ceremonial bicentenary,secondary binding || smaller cut || environment policy || horse class || competition increase,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-273,EN,wedding anniversary,wedding,anniversary,C,4.86,human_type_score,S2,naturalistic,they were presented with a card and a bottle of champagne to celebrate their 38 th wedding anniversary .,wedding anniversary,"[16, 18]",marriage celebration,anniversary || wedding,marriage commemoration || ceremony birthday || ceremony bicentenary || ceremonial birthday || ceremonial bicentenary,secondary binding || smaller cut || environment policy || horse class || competition increase,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-273,EN,wedding anniversary,wedding,anniversary,C,4.86,human_type_score,S3,naturalistic,it ' s their wedding anniversary and he ' s planned a romantic night out .,wedding anniversary,"[4, 6]",marriage celebration,anniversary || wedding,marriage commemoration || ceremony birthday || ceremony bicentenary || ceremonial birthday || ceremonial bicentenary,secondary binding || smaller cut || environment policy || horse class || competition increase,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-273,EN,wedding anniversary,wedding,anniversary,C,4.86,human_type_score,N1,neutral,This is a wedding anniversary,wedding anniversary,"[3, 5]",marriage celebration,anniversary || wedding,marriage commemoration || ceremony birthday || ceremony bicentenary || ceremonial birthday || ceremonial bicentenary,secondary binding || smaller cut || environment policy || horse class || competition increase,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-273,EN,wedding anniversary,wedding,anniversary,C,4.86,human_type_score,N2,neutral,These are wedding anniversaries,wedding anniversaries,"[2, 4]",marriage commemorations,anniversaries,marriage commemorations,secondary binding || smaller cut || environment policy || horse class || competition increase,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-274,EN,wedding day,wedding,day,C,4.94,human_type_score,S1,naturalistic,the engagement period is a busy and exciting time where the betrothed couple plan their wedding day and prepare for married life .,wedding day,"[15, 17]",marriage date,day || wedding,marriage date || ceremony period || ceremony era || ceremonial period || ceremonial era,single wave || young half || rock list || trains service || good historian,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-274,EN,wedding day,wedding,day,C,4.94,human_type_score,S2,naturalistic,all of the flowers on our cakes are handmade using sugarcraft techniques and can be kept as lasting mementos of your wedding day .,wedding day,"[21, 23]",marriage date,day || wedding,marriage date || ceremony period || ceremony era || ceremonial period || ceremonial era,single wave || young half || rock list || trains service || good historian,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-274,EN,wedding day,wedding,day,C,4.94,human_type_score,S3,naturalistic,each item is individually designed and handcrafted to complement the style of your dress and theme of your wedding day .,wedding day,"[18, 20]",marriage date,day || wedding,marriage date || ceremony period || ceremony era || ceremonial period || ceremonial era,single wave || young half || rock list || trains service || good historian,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-274,EN,wedding day,wedding,day,C,4.94,human_type_score,N1,neutral,This is a wedding day,wedding day,"[3, 5]",marriage date,day || wedding,marriage date || ceremony period || ceremony era || ceremonial period || ceremonial era,single wave || young half || rock list || trains service || good historian,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-274,EN,wedding day,wedding,day,C,4.94,human_type_score,N2,neutral,These are wedding days,wedding days,"[2, 4]",marriage ceremonies,days,marriage dates,single wave || young half || rock list || trains service || good historian,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-275,EN,wet blanket,wet,blanket,I,0.21,human_type_score,S1,naturalistic,no wonder tom couldn ' t work with him ; he is a wet blanket .,wet blanket,"[13, 15]",loser,blanket || wet,damp cloak || lactating bedclothes || lactating bedding || besotted bedclothes || besotted bedding,aesthetic taste || usual haunt || projective curve || romanian violinist || sand mound,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-275,EN,wet blanket,wet,blanket,I,0.21,human_type_score,S2,naturalistic,brian takes the practical view that they cannot afford it and is branded a wet blanket .,wet blanket,"[14, 16]",loser,blanket || wet,damp cloak || lactating bedclothes || lactating bedding || besotted bedclothes || besotted bedding,aesthetic taste || usual haunt || projective curve || romanian violinist || sand mound,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-275,EN,wet blanket,wet,blanket,I,0.21,human_type_score,S3,naturalistic,"and michael , on the other hand , can make elizabeth feel like a perpetual wet blanket or miser .",wet blanket,"[15, 17]",loser,blanket || wet,damp cloak || lactating bedclothes || lactating bedding || besotted bedclothes || besotted bedding,aesthetic taste || usual haunt || projective curve || romanian violinist || sand mound,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-275,EN,wet blanket,wet,blanket,I,0.21,human_type_score,N1,neutral,This is a wet blanket,wet blanket,"[3, 5]",loser,blanket || wet,damp cloak || lactating bedclothes || lactating bedding || besotted bedclothes || besotted bedding,aesthetic taste || usual haunt || projective curve || romanian violinist || sand mound,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-275,EN,wet blanket,wet,blanket,I,0.21,human_type_score,N2,neutral,These are wet blankets,wet blankets,"[2, 4]",party poopers,blankets,damp cloaks,aesthetic taste || usual haunt || projective curve || romanian violinist || sand mound,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-276,EN,white noise,white,noise,I,1.17,human_type_score,S1,naturalistic,"there are a number of sound effects such as siren , telephone , electric shock and white noise .",white noise,"[16, 18]",static,noise || white,clear buzz || snowy dissonance || snowy racket || blank dissonance || blank racket,black mortar || indian reference || uniform police || vigorous election || financial proceedings,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-276,EN,white noise,white,noise,I,1.17,human_type_score,S2,naturalistic,"if you try to transmit , in digital mode , into an analog repeater , all the analog radios on the repeater will simply hear white noise .",white noise,"[25, 27]",static,noise || white,clear buzz || snowy dissonance || snowy racket || blank dissonance || blank racket,black mortar || indian reference || uniform police || vigorous election || financial proceedings,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-276,EN,white noise,white,noise,I,1.17,human_type_score,S3,naturalistic,white noise is a mixture of all frequencies just as white light is a mixture all wavelengths ( colours ) of light .,white noise,"[0, 2]",static,noise || white,clear buzz || snowy dissonance || snowy racket || blank dissonance || blank racket,black mortar || indian reference || uniform police || vigorous election || financial proceedings,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-276,EN,white noise,white,noise,I,1.17,human_type_score,N1,neutral,This is a white noise,white noise,"[3, 5]",static,noise || white,clear buzz || snowy dissonance || snowy racket || blank dissonance || blank racket,black mortar || indian reference || uniform police || vigorous election || financial proceedings,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-276,EN,white noise,white,noise,I,1.17,human_type_score,N2,neutral,These are white noises,white noises,"[2, 4]",background noises,noises,clear buzzes,black mortar || indian reference || uniform police || vigorous election || financial proceedings,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-277,EN,white spirit,white,spirit,I,1.31,human_type_score,S1,naturalistic,then wash again using white spirit and steel wool .,white spirit,"[4, 6]",cleaning liquid,spirit || white,clear heart || snowy tone || snowy feel || blank tone || blank feel,strong reason || popular launching || civil action || present institution || popular blog,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-277,EN,white spirit,white,spirit,I,1.31,human_type_score,S2,naturalistic,this is very hard wearing but gives off a strong odour and brushes can only be washed in white spirit .,white spirit,"[18, 20]",cleaning liquid,spirit || white,clear heart || snowy tone || snowy feel || blank tone || blank feel,strong reason || popular launching || civil action || present institution || popular blog,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-277,EN,white spirit,white,spirit,I,1.31,human_type_score,S3,naturalistic,the varnish layer was removed with mixtures of acetone and acetone in white spirit .,white spirit,"[12, 14]",cleaning liquid,spirit || white,clear heart || snowy tone || snowy feel || blank tone || blank feel,strong reason || popular launching || civil action || present institution || popular blog,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-277,EN,white spirit,white,spirit,I,1.31,human_type_score,N1,neutral,This is a white spirit,white spirit,"[3, 5]",cleaning liquid,spirit || white,clear heart || snowy tone || snowy feel || blank tone || blank feel,strong reason || popular launching || civil action || present institution || popular blog,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-277,EN,white spirit,white,spirit,I,1.31,human_type_score,N2,neutral,These are white spirits,white spirits,"[2, 4]",paint thinner,spirits,clear hearts,strong reason || popular launching || civil action || present institution || popular blog,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-278,EN,winter solstice,winter,solstice,C,4.55,human_type_score,S1,naturalistic,"this is done at winter solstice , at which time darkness is maximal , and no longer increasing .",winter solstice,"[4, 6]",shortest day,solstice || winter,hibernal peak || season midsummer || season equinox || autumn midsummer || autumn equinox,frequent festival || appropriate designation || familial disease || swage block || prime benefactor,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-278,EN,winter solstice,winter,solstice,C,4.55,human_type_score,S2,naturalistic,"the year began at christmas , which was anciently associated with the winter solstice .",winter solstice,"[12, 14]",shortest day,solstice || winter,hibernal peak || season midsummer || season equinox || autumn midsummer || autumn equinox,frequent festival || appropriate designation || familial disease || swage block || prime benefactor,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-278,EN,winter solstice,winter,solstice,C,4.55,human_type_score,S3,naturalistic,"festivals were held in honour of events that were important to people ' s daily lives ; eg , the change of seasons , harvest , and the summer and winter solstices .",winter solstices,"[30, 32]",shortest days,solstices || winter,hibernal peaks || season midsummers || season equinoxes || autumn midsummers || autumn equinoxes,frequent festival || appropriate designation || familial disease || swage block || prime benefactor,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-278,EN,winter solstice,winter,solstice,C,4.55,human_type_score,N1,neutral,This is a winter solstice,winter solstice,"[3, 5]",shortest day,solstice || winter,hibernal peak || season midsummer || season equinox || autumn midsummer || autumn equinox,frequent festival || appropriate designation || familial disease || swage block || prime benefactor,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-278,EN,winter solstice,winter,solstice,C,4.55,human_type_score,N2,neutral,These are winter solstices,winter solstices,"[2, 4]",longest nights,solstices,hibernal peaks,frequent festival || appropriate designation || familial disease || swage block || prime benefactor,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-279,EN,word painting,word,painting,PC,1.62,human_type_score,S1,naturalistic,"words and music are closely matched , and the composer introduces word painting .",word painting,"[11, 13]",music writing,painting || word,expression picture || news art || news application || intelligence art || intelligence application,corner house || agricultural damage || peewee hockey || reform plan || reading purposes,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-279,EN,word painting,word,painting,PC,1.62,human_type_score,S2,naturalistic,his psalm accompaniments often had a good measure of old - fashioned word painting .,word painting,"[12, 14]",music writing,painting || word,expression picture || news art || news application || intelligence art || intelligence application,corner house || agricultural damage || peewee hockey || reform plan || reading purposes,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-279,EN,word painting,word,painting,PC,1.62,human_type_score,S3,naturalistic,to have the orchestral palette available for word painting the text is her idea of vocal heaven .,word painting,"[7, 9]",music writing,painting || word,expression picture || news art || news application || intelligence art || intelligence application,corner house || agricultural damage || peewee hockey || reform plan || reading purposes,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-279,EN,word painting,word,painting,PC,1.62,human_type_score,N1,neutral,This is a word painting,word painting,"[3, 5]",music writing,painting || word,expression picture || news art || news application || intelligence art || intelligence application,corner house || agricultural damage || peewee hockey || reform plan || reading purposes,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-279,EN,word painting,word,painting,PC,1.62,human_type_score,N2,neutral,These are word paintings,word paintings,"[2, 4]",tone paintings,paintings,expression pictures,corner house || agricultural damage || peewee hockey || reform plan || reading purposes,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-280,EN,world conference,world,conference,C,3.96,human_type_score,S1,naturalistic,"the final report is available , and will be summarised in a paper at the 10th world conference on transport research .",world conference,"[16, 18]",global meeting,conference || world,earth congress || universe meeting || universe association || existence meeting || existence association,original photo || original induction || late action || advisory service || original discrete,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-280,EN,world conference,world,conference,C,3.96,human_type_score,S2,naturalistic,eddie participated in several world conferences and was elected with the highest number of votes .,world conferences,"[4, 6]",global meetings,conferences || world,earth congresses || universe meetings || universe associations || existence meetings || existence associations,original photo || original induction || late action || advisory service || original discrete,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-280,EN,world conference,world,conference,C,3.96,human_type_score,S3,naturalistic,the un also held a world conference on human rights in vienna .,world conference,"[5, 7]",global meeting,conference || world,earth congress || universe meeting || universe association || existence meeting || existence association,original photo || original induction || late action || advisory service || original discrete,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-280,EN,world conference,world,conference,C,3.96,human_type_score,N1,neutral,This is a world conference,world conference,"[3, 5]",global meeting,conference || world,earth congress || universe meeting || universe association || existence meeting || existence association,original photo || original induction || late action || advisory service || original discrete,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-280,EN,world conference,world,conference,C,3.96,human_type_score,N2,neutral,These are world conferences,world conferences,"[2, 4]",world meetings,conferences,earth congresses,original photo || original induction || late action || advisory service || original discrete,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
